10.1.1.1,test3.hrecordtest.com
10.5.207.92,dcp01gn001.hkbigdata.io
10.5.207.95,dcp01mn001.hkbigdata.io
10.5.207.96,dcp01mn003.hkbigdata.io
10.5.207.97,tanly01wn001.hkbigdata.io
10.5.207.100,dcp01mn002.hkbigdata.io
10.5.207.101,dcp01dn001.hkbigdata.io
10.5.207.102,dcp01dn002.hkbigdata.io
10.5.207.103,dcp01dn003.hkbigdata.io
10.5.207.104,dcp01dn004.hkbigdata.io
10.5.207.105,dcp01dn005.hkbigdata.io
10.5.207.106,dcp01dn006.hkbigdata.io
10.5.207.107,utility01db001.hkbigdata.io
10.5.207.108,tadhoc01wn008.hkbigdata.io
10.5.207.109,dcp01dn009.hkbigdata.io
10.5.207.110,tadhoc01wn004.hkbigdata.io
10.5.207.111,dcp02nf001.hkbigdata.io
10.5.207.112,dcp02nf002.hkbigdata.io
10.5.207.113,dcp02nf003.hkbigdata.io
10.5.207.114,dcp02nf004.hkbigdata.io
10.5.207.115,dcp02nf005.hkbigdata.io
10.5.207.116,dcp02nf006.hkbigdata.io
10.5.207.117,dcp02nf007.hkbigdata.io
10.5.207.118,dcp02nf008.hkbigdata.io
10.5.207.119,dcp02nf009.hkbigdata.io
10.5.207.120,dcp02nf010.hkbigdata.io
10.5.207.121,dcp02nf011.hkbigdata.io
10.5.207.122,dcp02nf012.hkbigdata.io
10.5.207.123,dcp02nf013.hkbigdata.io
10.5.207.124,dcp02nf014.hkbigdata.io
10.5.207.134,utility01gn002.hkbigdata.io
10.5.207.140,tanly01wn012.hkbigdata.io
10.5.207.148,tadhoc01wn005.hkbigdata.io
10.5.207.149,tanly01wn015.hkbigdata.io
10.5.207.151,dcp01dn011.hkbigdata.io
10.5.207.152,dcp01dn012.hkbigdata.io
10.5.207.153,tadhoc01cn001.hkbigdata.io
10.5.207.161,tanly01wn013.hkbigdata.io
10.5.207.166,tanly01wn019.hkbigdata.io
10.5.207.168,tadhoc01wn006.hkbigdata.io
10.5.207.170,tanly01wn010.hkbigdata.io
10.5.207.172,tanly01wn003.hkbigdata.io
10.5.207.175,tanly01wn005.hkbigdata.io
10.5.207.176,tadhoc01wn010.hkbigdata.io
10.5.207.178,tadhoc01wn003.hkbigdata.io
10.5.207.179,tanly01wn014.hkbigdata.io
10.5.207.182,tadhoc01wn001.hkbigdata.io
10.5.207.183,tanly01wn017.hkbigdata.io
10.5.207.185,dcp01wf003.hkbigdata.io
10.5.207.193,tanly01wn004.hkbigdata.io
10.5.207.198,tmvp01wn003.hkbigdata.io
10.5.207.201,dcp01wf002.hkbigdata.io
10.5.207.202,tanly01cn001.hkbigdata.io
10.5.207.204,tanly01wn018.hkbigdata.io
10.5.207.206,tanly01wn006.hkbigdata.io
10.5.207.212,tadhoc01wn009.hkbigdata.io
10.5.207.213,tanly01wn002.hkbigdata.io
10.5.207.215,tmvp01cn001.hkbigdata.io
10.5.207.222,tmvp01wn002.hkbigdata.io
10.5.207.223,tmvp01gn001.hkbigdata.io
10.5.207.224,tanly01wn007.hkbigdata.io
10.5.207.226,tmvp01wn001.hkbigdata.io
10.5.207.228,tadhoc01wn007.hkbigdata.io
10.5.207.232,tadhoc01wn002.hkbigdata.io
10.5.207.234,tmvp01gn002.hkbigdata.io
10.5.207.239,dcp01wf001.hkbigdata.io
10.5.207.240,tanly01wn008.hkbigdata.io
10.5.208.27,stg01trino.hkbigdata.io
10.5.208.28,stg01grafana.hkbigdata.io
10.5.208.29,stg01zeppelin.hkbigdata.io
10.5.208.30,stg01jobhistory.hkbigdata.io
10.5.208.31,stg01hiveserver2.hkbigdata.io
10.5.208.32,stg01httpfs.hkbigdata.io
10.5.208.33,stg01db.hkbigdata.io
10.5.208.34,stg01oozie.hkbigdata.io
10.5.208.35,stg01hue.hkbigdata.io
10.5.208.36,stg01jupyter.hkbigdata.io
10.5.208.37,stg01ambari.hkbigdata.io
10.5.208.38,stg01ranger.hkbigdata.io
10.5.208.39,aop01afweb.hkbigdata.io
10.5.208.40,aop01flower.hkbigdata.io
10.5.208.41,aop001ambari.hkbigdata.io
10.5.208.42,aop01pgsql.hkbigdata.io
10.5.208.43,stg01hbase.hkbigdata.io
10.5.208.44,stg01hdfs.hkbigdata.io
10.5.208.45,stg01yarn.hkbigdata.io
10.5.208.46,stg01hive.hkbigdata.io
10.5.208.47,stg01spark2.hkbigdata.io
10.5.208.48,stg01spark3.hkbigdata.io
10.5.208.49,stg01tez.hkbigdata.io
10.5.208.50,stg01solr.hkbigdata.io
10.5.208.51,stg01livy3.hkbigdata.io
10.5.208.59,aop01wn003.hkbigdata.io
10.5.208.60,stg01dn015.hkbigdata.io
10.5.208.61,stg01dn016.hkbigdata.io
10.5.208.62,stg01dn017.hkbigdata.io
10.5.208.64,stg01dn018.hkbigdata.io
10.5.208.65,stg01dn019.hkbigdata.io
10.5.208.67,stg01dn020.hkbigdata.io
10.5.208.68,stg01dn021.hkbigdata.io
10.5.208.69,stg01dn022.hkbigdata.io
10.5.208.70,stg01dn023.hkbigdata.io
10.5.208.71,stg01dn024.hkbigdata.io
10.5.208.72,stg01dn025.hkbigdata.io
10.5.208.73,stg01dn026.hkbigdata.io
10.5.208.74,aop01mn005.hkbigdata.io
10.5.208.75,stg01mn001.hkbigdata.io
10.5.208.76,aop01mn002.hkbigdata.io
10.5.208.77,stg01dn027.hkbigdata.io
10.5.208.78,stg01dn028.hkbigdata.io
10.5.208.79,stg01nn002.hkbigdata.io
10.5.208.80,aop01mn006.hkbigdata.io
10.5.208.81,stg01dn029.hkbigdata.io
10.5.208.83,stg01dn030.hkbigdata.io
10.5.208.84,stg01dn031.hkbigdata.io
10.5.208.85,stg01dn032.hkbigdata.io
10.5.208.86,stg01dn033.hkbigdata.io
10.5.208.87,stg01dn034.hkbigdata.io
10.5.208.88,stg01dn035.hkbigdata.io
10.5.208.89,stg01dn036.hkbigdata.io
10.5.208.99,stg01dn037.hkbigdata.io
10.5.208.100,stg01dn038.hkbigdata.io
10.5.208.101,stg01dn039.hkbigdata.io
10.5.208.102,stg01dn040.hkbigdata.io
10.5.208.103,stg01dn041.hkbigdata.io
10.5.208.104,stg01dn042.hkbigdata.io
10.5.208.105,stg01dn043.hkbigdata.io
10.5.208.106,stg01dn044.hkbigdata.io
10.5.208.107,stg01dn045.hkbigdata.io
10.5.208.108,stg01dn046.hkbigdata.io
10.5.208.110,stg01dn047.hkbigdata.io
10.5.208.111,stg01dn048.hkbigdata.io
10.5.208.112,stg01dn049.hkbigdata.io
10.5.208.113,stg01dn050.hkbigdata.io
10.5.208.114,stg01dn051.hkbigdata.io
10.5.208.116,stg01dn052.hkbigdata.io
10.5.208.117,stg01dn053.hkbigdata.io
10.5.208.118,stg01dn054.hkbigdata.io
10.5.208.119,stg01dn055.hkbigdata.io
10.5.208.120,aop01mn001.hkbigdata.io
10.5.208.121,stg01dn056.hkbigdata.io
10.5.208.122,stg01dn057.hkbigdata.io
10.5.208.123,stg01gn002.hkbigdata.io
10.5.208.124,stg01dn058.hkbigdata.io
10.5.208.126,stg01mn003.hkbigdata.io
10.5.208.127,stg01dn059.hkbigdata.io
10.5.208.128,stg01dn060.hkbigdata.io
10.5.208.129,stg01dn061.hkbigdata.io
10.5.208.130,stg01dn062.hkbigdata.io
10.5.208.131,stg01dn063.hkbigdata.io
10.5.208.132,stg01dn064.hkbigdata.io
10.5.208.133,aop01mn004.hkbigdata.io
10.5.208.134,aop01mn003.hkbigdata.io
10.5.208.135,stg01dn065.hkbigdata.io
10.5.208.136,stg01dn066.hkbigdata.io
10.5.208.137,stg01dn067.hkbigdata.io
10.5.208.138,aop01wn001.hkbigdata.io
10.5.208.139,stg01nn001.hkbigdata.io
10.5.208.140,aop01wn002.hkbigdata.io
10.5.208.141,stg01dn068.hkbigdata.io
10.5.208.142,stg01dn069.hkbigdata.io
10.5.208.143,stg01dn070.hkbigdata.io
10.5.208.144,stg01dn071.hkbigdata.io
10.5.208.145,stg01dn072.hkbigdata.io
10.5.208.146,stg01dn073.hkbigdata.io
10.5.208.148,stg01dn074.hkbigdata.io
10.5.208.156,stg01cn001.hkbigdata.io
10.5.208.158,stg01gn001.hkbigdata.io
10.5.208.160,stg01mn002.hkbigdata.io
10.5.208.161,stg01dn001.hkbigdata.io
10.5.208.162,stg01dn002.hkbigdata.io
10.5.208.163,stg01dn003.hkbigdata.io
10.5.208.164,stg01dn004.hkbigdata.io
10.5.208.165,stg01dn005.hkbigdata.io
10.5.208.166,stg01dn006.hkbigdata.io
10.5.208.167,stg01dn007.hkbigdata.io
10.5.208.168,stg01dn008.hkbigdata.io
10.5.208.169,stg01dn009.hkbigdata.io
10.5.208.170,stg01dn010.hkbigdata.io
10.5.208.171,stg01dn011.hkbigdata.io
10.5.208.172,stg01dn012.hkbigdata.io
10.5.208.173,stg01dn013.hkbigdata.io
10.5.208.174,stg01dn014.hkbigdata.io
10.5.208.176,stg01dn075.hkbigdata.io
10.5.208.177,stg01dn076.hkbigdata.io
10.5.208.178,stg01dn077.hkbigdata.io
10.5.208.179,stg01dn078.hkbigdata.io
10.5.208.180,stg01dn079.hkbigdata.io
10.5.208.181,stg01dn080.hkbigdata.io
10.5.208.182,stg01dn081.hkbigdata.io
10.5.208.183,stg01dn082.hkbigdata.io
10.5.208.184,stg01dn083.hkbigdata.io
10.5.208.185,stg01dn084.hkbigdata.io
10.5.208.186,stg01dn085.hkbigdata.io
10.5.208.187,stg01dn086.hkbigdata.io
10.5.210.31,dsp30db.hkbigdata.io
10.5.210.32,dsp30hiveserver2.hkbigdata.io
10.5.210.33,dsp30httpfs.hkbigdata.io
10.5.210.34,dsp30oozie.hkbigdata.io
10.5.210.35,dsp30hue.hkbigdata.io
10.5.210.36,dsp30jupyter.hkbigdata.io
10.5.210.37,dsp30ambari.hkbigdata.io
10.5.210.38,dsp30ranger.hkbigdata.io
10.5.210.39,dsp30zeppelin.hkbigdata.io
10.5.210.40,dsp30hdfs.hkbigdata.io
10.5.210.41,dsp30yarn.hkbigdata.io
10.5.210.42,dsp30hive.hkbigdata.io
10.5.210.43,dsp30spark2.hkbigdata.io
10.5.210.44,dsp30spark3.hkbigdata.io
10.5.210.45,dsp30tez.hkbigdata.io
10.5.210.46,dsp30solr.hkbigdata.io
10.5.210.47,dsp30grafana.hkbigdata.io
10.5.210.48,dsp30jobhistory.hkbigdata.io
10.5.210.56,dsp30nn001.hkbigdata.io
10.5.210.69,dsp30nn002.hkbigdata.io
10.5.210.77,dsp30cn001.hkbigdata.io
10.5.210.83,dsp30gn002.hkbigdata.io
10.5.210.90,dsp30mn002.hkbigdata.io
10.5.210.110,dsp30mn003.hkbigdata.io
10.5.210.124,dsp30mn001.hkbigdata.io
10.5.210.131,dsp30gn001.hkbigdata.io
10.5.210.161,dsp30dn001.hkbigdata.io
10.5.210.162,dsp30dn002.hkbigdata.io
10.5.210.163,dsp30dn003.hkbigdata.io
10.5.210.164,dsp30dn004.hkbigdata.io
10.5.210.165,dsp30dn005.hkbigdata.io
10.5.210.166,dsp30dn006.hkbigdata.io
10.5.210.167,dsp30dn007.hkbigdata.io
10.5.210.168,dsp30dn008.hkbigdata.io
10.5.210.169,dsp30dn009.hkbigdata.io
10.5.210.170,dsp30dn010.hkbigdata.io
10.5.210.171,dsp30dn011.hkbigdata.io
10.5.210.172,dsp30dn012.hkbigdata.io
10.5.210.173,dsp30dn013.hkbigdata.io
10.5.210.174,dsp30dn014.hkbigdata.io
10.5.210.175,dsp30dn015.hkbigdata.io
10.5.210.176,dsp30dn016.hkbigdata.io
10.5.210.177,dsp30dn017.hkbigdata.io
10.5.210.178,dsp30dn018.hkbigdata.io
10.5.210.179,dsp30dn019.hkbigdata.io
10.5.210.180,dsp30dn020.hkbigdata.io
10.5.210.181,dsp30dn021.hkbigdata.io
10.5.210.182,dsp30dn022.hkbigdata.io
10.5.210.183,dsp30dn023.hkbigdata.io
10.5.211.10,dsp20mn0035.hkbigdata.io
10.5.211.11,dsp20gn0014.hkbigdata.io
10.5.211.12,dsp20dn0015.hkbigdata.io
10.5.211.13,dsp20gn0021.hkbigdata.io
10.5.211.14,dsp20nn0025.hkbigdata.io
10.5.211.15,dsp20dn0068.hkbigdata.io
10.5.211.31,dsp20db.hkbigdata.io
10.5.211.32,dsp20hiveserver2.hkbigdata.io
10.5.211.33,dsp20httpfs.hkbigdata.io
10.5.211.34,dsp20oozie.hkbigdata.io
10.5.211.35,dsp20hue.hkbigdata.io
10.5.211.36,dsp20jupyter.hkbigdata.io
10.5.211.37,dsp20ambari.hkbigdata.io
10.5.211.38,dsp20ranger.hkbigdata.io
10.5.211.39,dsp20zeppelin.hkbigdata.io
10.5.211.40,dsp20hdfs.hkbigdata.io
10.5.211.41,dsp20yarn.hkbigdata.io
10.5.211.42,dsp20hive.hkbigdata.io
10.5.211.43,dsp20spark2.hkbigdata.io
10.5.211.44,dsp20spark3.hkbigdata.io
10.5.211.45,dsp20tez.hkbigdata.io
10.5.211.46,dsp20solr.hkbigdata.io
10.5.211.47,dsp20grafana.hkbigdata.io
10.5.211.48,dsp20jobhistory.hkbigdata.io
10.5.211.61,dsp20mn002.hkbigdata.io
10.5.211.70,dsp20dn012.hkbigdata.io
10.5.211.72,dsp20cn001.hkbigdata.io
10.5.211.76,dsp20dn011.hkbigdata.io
10.5.211.77,dsp20dn005.hkbigdata.io
10.5.211.84,dsp20dn008.hkbigdata.io
10.5.211.87,dsp20nn001.hkbigdata.io
10.5.211.92,dsp20mn001.hkbigdata.io
10.5.211.93,dsp20dn003.hkbigdata.io
10.5.211.104,dsp20dn009.hkbigdata.io
10.5.211.105,dsp20mn003.hkbigdata.io
10.5.211.109,dsp20dn010.hkbigdata.io
10.5.211.114,dsp20gn001.hkbigdata.io
10.5.211.125,dsp20dn001.hkbigdata.io
10.5.211.129,dsp20dn007.hkbigdata.io
10.5.211.130,dsp20dn002.hkbigdata.io
10.5.211.131,dsp20gn002.hkbigdata.io
10.5.211.141,dsp20dn004.hkbigdata.io
10.5.211.145,dsp20nn002.hkbigdata.io
10.5.211.158,dsp20dn006.hkbigdata.io
10.5.212.31,oper-gateway.hkbigdata.io
10.5.212.138,kog01kn002.hkbigdata.io
10.5.212.217,kog01kn001.hkbigdata.io
10.5.213.31,api.hkbigdata.io
10.5.213.52,bdp-api01.hkbigdata.io
10.5.213.96,bdp-api02.hkbigdata.io
10.5.214.26,ddp02hue.hkbigdata.io
10.5.214.27,ddp02impala.hkbigdata.io
10.5.214.28,ddp02hive.hkbigdata.io
10.5.214.29,ddp01hiveserver2.hkbigdata.io
10.5.214.30,ddp02ranger.hkbigdata.io
10.5.214.31,prod.hkbigdata.io
10.5.214.32,dev-gateway.hkbigdata.io
10.5.214.33,ddp01httpfs.hkbigdata.io
10.5.214.34,ddp01db.hkbigdata.io
10.5.214.35,ddp01oozie.hkbigdata.io
10.5.214.36,ddp01hue.hkbigdata.io
10.5.214.37,ddp01jupyter.hkbigdata.io
10.5.214.38,ddp01ambari.hkbigdata.io
10.5.214.39,ddp01ranger.hkbigdata.io
10.5.214.40,ddp01zeppelin.hkbigdata.io
10.5.214.41,ddp01hdfs.hkbigdata.io
10.5.214.42,ddp01yarn.hkbigdata.io
10.5.214.43,ddp01hive.hkbigdata.io
10.5.214.44,ddp01spark2.hkbigdata.io
10.5.214.45,ddp01spark3.hkbigdata.io
10.5.214.46,ddp01tez.hkbigdata.io
10.5.214.47,ddp01solr.hkbigdata.io
10.5.214.48,ddp01grafana.hkbigdata.io
10.5.214.49,ddp01jobhistory.hkbigdata.io
10.5.214.50,ddp01trino.hkbigdata.io
10.5.214.51,ddp03dn005.hkbigdata.io
10.5.214.52,tdp01cn001.hkbigdata.io
10.5.214.53,ddp02mn002.hkbigdata.io
10.5.214.54,ddp03gn001.hkbigdata.io
10.5.214.55,ddp02un001.hkbigdata.io
10.5.214.56,ddp03dn010.hkbigdata.io
10.5.214.57,tdp01gn001.hkbigdata.io
10.5.214.58,tdp03nn002.hkbigdata.io
10.5.214.59,adp01mn005.hkbigdata.io
10.5.214.60,adp01wn003.hkbigdata.io
10.5.214.61,tdp03mn001.hkbigdata.io
10.5.214.62,ddp03dn012.hkbigdata.io
10.5.214.64,ddp01livy3.hkbigdata.io
10.5.214.65,ddp01dn007.hkbigdata.io
10.5.214.66,ddp03livy3.hkbigdata.io
10.5.214.67,ddp03dn013.hkbigdata.io
10.5.214.68,ddp03dn014.hkbigdata.io
10.5.214.70,ddp03mn002.hkbigdata.io
10.5.214.71,ssd01wn001.hkbigdata.io
10.5.214.72,tdp01mn002.hkbigdata.io
10.5.214.73,ddp03cn001.hkbigdata.io
10.5.214.74,ddp03dn011.hkbigdata.io
10.5.214.76,ddp03dn006.hkbigdata.io
10.5.214.77,tdp03nn001.hkbigdata.io
10.5.214.78,ddp01nn001.hkbigdata.io
10.5.214.79,ddp01dn002.hkbigdata.io
10.5.214.80,ddp01cn001.hkbigdata.io
10.5.214.82,ddp03dn007.hkbigdata.io
10.5.214.84,ddp01gn001.hkbigdata.io
10.5.214.85,adp01mn002.hkbigdata.io
10.5.214.87,ddp01dn009.hkbigdata.io
10.5.214.88,ddp02mn003.hkbigdata.io
10.5.214.89,tdp03mn002.hkbigdata.io
10.5.214.90,adp01wn001.hkbigdata.io
10.5.214.91,tdp03dn001.hkbigdata.io
10.5.214.92,ddp01dn008.hkbigdata.io
10.5.214.93,adp01mn006.hkbigdata.io
10.5.214.94,ddp02wf001.hkbigdata.io
10.5.214.95,ddp03dn003.hkbigdata.io
10.5.214.96,tdp01gn002.hkbigdata.io
10.5.214.97,ddp03dn004.hkbigdata.io
10.5.214.98,ddp01dn003.hkbigdata.io
10.5.214.99,tdp03gn001.hkbigdata.io
10.5.214.100,ddp03dn008.hkbigdata.io
10.5.214.101,ddp03mn001.hkbigdata.io
10.5.214.102,kdg01kn001.hkbigdata.io
10.5.214.103,ssd01mn003.hkbigdata.io
10.5.214.104,ddp03nn002.hkbigdata.io
10.5.214.105,ddp02mn001.hkbigdata.io
10.5.214.106,tdp02on001.hkbigdata.io
10.5.214.108,tdp03gn002.hkbigdata.io
10.5.214.109,ddp03dn002.hkbigdata.io
10.5.214.110,ddp01dn012.hkbigdata.io
10.5.214.111,tdp01dn001.hkbigdata.io
10.5.214.112,tdp01dn002.hkbigdata.io
10.5.214.113,tdp01dn003.hkbigdata.io
10.5.214.114,tdp01dn004.hkbigdata.io
10.5.214.115,tdp01dn005.hkbigdata.io
10.5.214.116,tdp02dn004.hkbigdata.io
10.5.214.117,ddp03nn001.hkbigdata.io
10.5.214.118,ddp02dn001.hkbigdata.io
10.5.214.119,bdp-dev02.hkbigdata.io
10.5.214.121,ddp03gn002.hkbigdata.io
10.5.214.122,tdp03cn001.hkbigdata.io
10.5.214.124,ddp03mn003.hkbigdata.io
10.5.214.125,ddp02dn002.hkbigdata.io
10.5.214.129,ddp03dn009.hkbigdata.io
10.5.214.130,ddp03dn001.hkbigdata.io
10.5.214.133,tdp03dn002.hkbigdata.io
10.5.214.135,test-gateway.hkbigdata.io
10.5.214.136,tdp03mn003.hkbigdata.io
10.5.214.139,ddp01nn002.hkbigdata.io
10.5.214.142,bdp-dev01.hkbigdata.io
10.5.214.145,ddp02dn003.hkbigdata.io
10.5.214.148,tdp03timelineserver.hkbigdata.io
10.5.214.150,tdp01hiveserver2.hkbigdata.io
10.5.214.152,ddp01mn001.hkbigdata.io
10.5.214.153,tdp03dn003.hkbigdata.io
10.5.214.154,tdp01httpfs.hkbigdata.io
10.5.214.155,tdp01db.hkbigdata.io
10.5.214.157,tdp01oozie.hkbigdata.io
10.5.214.158,tdp01hue.hkbigdata.io
10.5.214.159,kdg01kn002.hkbigdata.io
10.5.214.160,ddp01dn014.hkbigdata.io
10.5.214.161,tdp01jupyter.hkbigdata.io
10.5.214.162,tdp01ambari.hkbigdata.io
10.5.214.163,tdp01ranger.hkbigdata.io
10.5.214.164,ddp01dn010.hkbigdata.io
10.5.214.165,tdp01zeppelin.hkbigdata.io
10.5.214.166,ddp01dn013.hkbigdata.io
10.5.214.167,tdp01hbase.hkbigdata.io
10.5.214.168,tdp01hdfs.hkbigdata.io
10.5.214.169,tdp01yarn.hkbigdata.io
10.5.214.170,tdp01hive.hkbigdata.io
10.5.214.171,tdp01spark2.hkbigdata.io
10.5.214.172,tdp01spark3.hkbigdata.io
10.5.214.173,ddp01dn001.hkbigdata.io
10.5.214.174,tdp01tez.hkbigdata.io
10.5.214.175,tdp01solr.hkbigdata.io
10.5.214.176,tdp01grafana.hkbigdata.io
10.5.214.177,tdp01jobhistory.hkbigdata.io
10.5.214.178,ddp01dn004.hkbigdata.io
10.5.214.179,tdp01trino.hkbigdata.io
10.5.214.180,tdp03ambari.hkbigdata.io
10.5.214.181,tdp03ranger.hkbigdata.io
10.5.214.182,tdp03hdfs.hkbigdata.io
10.5.214.183,ddp01mn002.hkbigdata.io
10.5.214.184,tdp03yarn.hkbigdata.io
10.5.214.185,tdp03hive.hkbigdata.io
10.5.214.186,tdp03spark2.hkbigdata.io
10.5.214.187,tdp03spark3.hkbigdata.io
10.5.214.188,tdp03solr.hkbigdata.io
10.5.214.189,tdp03zeppelin.hkbigdata.io
10.5.214.190,adp01mn001.hkbigdata.io
10.5.214.191,tdp03jobhistory.hkbigdata.io
10.5.214.193,tdp01nn001.hkbigdata.io
10.5.214.194,tdp03oozie.hkbigdata.io
10.5.214.195,tdp03jupyter.hkbigdata.io
10.5.214.196,ddp01gn002.hkbigdata.io
10.5.214.197,tdp03hiveserver2.hkbigdata.io
10.5.214.198,tdp03httpfs.hkbigdata.io
10.5.214.199,tdp03db.hkbigdata.io
10.5.214.200,tdp01mn003.hkbigdata.io
10.5.214.201,ddp01mn003.hkbigdata.io
10.5.214.202,tdp03hue.hkbigdata.io
10.5.214.203,adp01mn004.hkbigdata.io
10.5.214.204,tdp03hbase.hkbigdata.io
10.5.214.205,tdp03tez.hkbigdata.io
10.5.214.206,tdp03grafana.hkbigdata.io
10.5.214.207,tdp03trino.hkbigdata.io
10.5.214.208,tdp02hdfs.hkbigdata.io
10.5.214.209,adp01wn002.hkbigdata.io
10.5.214.210,adp01mn003.hkbigdata.io
10.5.214.211,tdp02cn001.hkbigdata.io
10.5.214.212,tdp02mn001.hkbigdata.io
10.5.214.213,tdp02mn002.hkbigdata.io
10.5.214.214,tdp02mn003.hkbigdata.io
10.5.214.215,tdp02nn001.hkbigdata.io
10.5.214.216,tdp02nn002.hkbigdata.io
10.5.214.217,tdp02gn001.hkbigdata.io
10.5.214.218,tdp02gn002.hkbigdata.io
10.5.214.219,tdp02dn001.hkbigdata.io
10.5.214.220,tdp02dn002.hkbigdata.io
10.5.214.221,tdp02dn003.hkbigdata.io
10.5.214.222,tdp02hiveserver2.hkbigdata.io
10.5.214.223,tdp02httpfs.hkbigdata.io
10.5.214.224,tdp01mn001.hkbigdata.io
10.5.214.225,tdp02oozie.hkbigdata.io
10.5.214.226,tdp02hue.hkbigdata.io
10.5.214.227,tdp02jupyter.hkbigdata.io
10.5.214.229,tdp02ambari.hkbigdata.io
10.5.214.230,tdp02ranger.hkbigdata.io
10.5.214.231,tdp02hbase.hkbigdata.io
10.5.214.232,ddp01dn006.hkbigdata.io
10.5.214.233,tdp01nn002.hkbigdata.io
10.5.214.234,tdp02yarn.hkbigdata.io
10.5.214.235,tdp02hive.hkbigdata.io
10.5.214.236,ddp01dn005.hkbigdata.io
10.5.214.237,tdp02spark2.hkbigdata.io
10.5.214.238,tdp02spark3.hkbigdata.io
10.5.214.239,tdp02tez.hkbigdata.io
10.5.214.240,tdp02solr.hkbigdata.io
10.5.214.241,ddp02cm.hkbigdata.io
10.5.214.242,ddp02atlas.hkbigdata.io
10.5.214.243,ddp02namenode.hkbigdata.io
10.5.214.244,ddp02zeppelin.hkbigdata.io
10.5.214.246,adp01afweb.hkbigdata.io
10.5.214.247,adp01flower.hkbigdata.io
10.5.214.248,adp01ambari.hkbigdata.io
10.5.214.249,tdp02grafana.hkbigdata.io
10.5.214.250,tdp02zeppelin.hkbigdata.io
10.5.214.251,tdp02jobhistory.hkbigdata.io
10.5.214.252,tdp02trino.hkbigdata.io
10.5.214.253,tdp02db.hkbigdata.io
10.5.215.56,ddp0bmn003.hkbigdata.io
10.5.215.69,ddp0bcn001.hkbigdata.io
10.5.215.90,atp01wn002.hkbigdata.io
10.5.215.100,ddp0bdn005.hkbigdata.io
10.5.215.108,ddp0bmn002.hkbigdata.io
10.5.215.119,ddp0bnn002.hkbigdata.io
10.5.215.123,ddp0bdn003.hkbigdata.io
10.5.215.137,atp01mn003.hkbigdata.io
10.5.215.141,ddp0bgn002.hkbigdata.io
10.5.215.143,ddp0bgn001.hkbigdata.io
10.5.215.147,ddp0bmn001.hkbigdata.io
10.5.215.182,ddp0bdn001.hkbigdata.io
10.5.215.187,atp01mn001.hkbigdata.io
10.5.215.188,atp01wn003.hkbigdata.io
10.5.215.189,ddp0bnn001.hkbigdata.io
10.5.215.202,ddp0bdn002.hkbigdata.io
10.5.215.208,ddp0bdn004.hkbigdata.io
10.5.215.224,atp01wn001.hkbigdata.io
10.5.215.239,atp01mn002.hkbigdata.io
10.5.216.21,harbor.hmc.co.kr
10.5.216.71,hkim.hmckmc.co.kr
10.5.216.94,kdidms.kia.com
10.5.216.135,kdi-portal.kia.com
10.5.216.203,k-icfr.kia.com
10.5.216.225,privacy-admin.hyundai.com
10.5.218.34,stg.privacy-admin.genesis.com
10.5.218.190,dev-niroplus.hmckmc.co.kr
10.5.218.192,*.runway.hmc.co.kr
10.5.221.40,ibps.hyundai-autoever.com
10.5.221.57,psms.autoever.com
10.5.221.71,v-security.autoever.com
10.5.221.119,pats.hyundai-autoever.com
10.5.222.180,ibpstest.hyundai-autoever.com
10.5.222.186,ibpsdev.hyundai-autoever.com
10.5.222.199,ibpstest2.hyundai-autoever.com
10.5.223.21,visitmain.motras.co.kr
10.5.223.37,gwangju-mes.motras.co.kr
10.5.223.44,faepp.motras.co.kr
10.5.223.93,dg.motras.co.kr
10.5.223.125,ims.motras.co.kr
10.5.223.200,oaepp.motras.co.kr
10.5.224.98,gacdev.motras.co.kr
10.5.225.53,arv.unitus.co.kr
10.5.225.149,dg.unitus.co.kr
10.5.225.185,unis.unitus.co.kr
10.5.225.236,uims.unitus.co.kr
10.5.226.43,arv-dev.unitus.co.kr
10.5.226.108,unis-dev.unitus.co.kr
10.5.226.147,uims-dev.unitus.co.kr
10.5.226.208,gacdev.unitus.co.kr
10.5.234.109,10.5.234.109
10.5.234.139,10.5.234.139
10.5.234.148,eehs.hyundai-ufc.com
10.5.234.185,howt.hyundai-steelpipe.com
10.5.235.30,csp-dev.hyundai-ufc.com
10.5.235.40,howt-dev.hyundai-steelpipe.com
10.5.235.43,epp-dev.hyundai-ufc.com
10.5.235.66,wfweb-dev.hyundai-ufc.com
10.5.235.111,hr-dev.hyundai-ufc.com
10.5.235.153,cp-dev.hyundai-ufc.com
10.5.235.181,iamdev.hyundai-ufc.com
10.5.235.240,eacc-dev.hyundai-ufc.com
10.5.239.126,vhms.hyundai-autoever.com
10.5.239.132,bwh.autoever.com
10.6.34.31,gtp.glovis.net
10.6.34.33,hpadm.glovis.net
10.6.34.34,adfsproxy.glovis.net
10.6.34.38,ar.glovisaa.com
10.6.34.43,glvais.glovis.net
10.6.34.53,glovisaa.com
10.6.34.55,gcms.glovis.net
10.6.34.58,glvedms.glovis.net
10.6.34.62,static.glovis.net
10.6.34.65,devwork.glovis.net
10.6.34.70,glove.glovis.net
10.6.34.72,developer.glovis.net
10.6.34.79,swpsso.glovis.net
10.6.34.82,swp.glovis.net
10.6.34.89,tkmcjis.glovis.net
10.6.34.101,gpms.glovis.net
10.6.34.106,mswp.glovis.net
